"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"GTYH","GTY Technology Holdings, Inc.","9.92","684480000","n/a","2016","Finance","Business Services","https://www.nasdaq.com/symbol/gtyh",
"GTYHU","GTY Technology Holdings, Inc.","10.3899","0","n/a","2016","Finance","Business Services","https://www.nasdaq.com/symbol/gtyhu",
"GTYHW","GTY Technology Holdings, Inc.","1.35","0","n/a","2016","Finance","Business Services","https://www.nasdaq.com/symbol/gtyhw",
"GBNK","Guaranty Bancorp","28.25","826064465","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/gbnk",
"GNTY","Guaranty Bancshares, Inc.","32.4","358310174.4","n/a","2017","Finance","Major Banks","https://www.nasdaq.com/symbol/gnty",
"GFED","Guaranty Federal Bancshares, Inc.","22.4115","99098610.4125","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/gfed",
"GIFI","Gulf Island Fabrication, Inc.","11.6","172812867.6","n/a","1997","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/gifi",
"GURE","Gulf Resources, Inc.","1.52","71141762.32","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/gure",
"GPOR","Gulfport Energy Corporation","9.6","1757585049.6","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/gpor",
"GWPH","GW Pharmaceuticals Plc","117.27","3104065599.84","26469392","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/gwph",
"GWGH","GWG Holdings, Inc","8.5974","49981457.757","n/a","2014","Finance","Life Insurance","https://www.nasdaq.com/symbol/gwgh",
"GYRO","Gyrodyne , LLC","19.75","29282930","n/a","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/gyro",
"HEES","H&E Equipment Services, Inc.","37.89","1350699991.92","n/a","2006","n/a","n/a","https://www.nasdaq.com/symbol/hees",
"HLG","Hailiang Education Group Inc.","60.15","178383306.15","2965641","2015","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/hlg",
"HNRG","Hallador Energy Company","5.96","177666992.08","n/a","n/a","Energy","Coal Mining","https://www.nasdaq.com/symbol/hnrg",
"HALL","Hallmark Financial Services, Inc.","10","181579290","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/hall",
"HALO","Halozyme Therapeutics, Inc.","19.28","2744642960","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/halo",
"HBK","Hamilton Bancorp, Inc.","14.795","50466854.625","n/a","2012","Finance","Savings Institutions","https://www.nasdaq.com/symbol/hbk",
"HLNE","Hamilton Lane Incorporated","36.13","1705953533.96","n/a","2017","Finance","Investment Managers","https://www.nasdaq.com/symbol/hlne",
"HBHC","Hancock Holding Company","52.65","4484769120","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hbhc",
"HBHCL","Hancock Holding Company","25.31","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hbhcl",
"HAFC","Hanmi Financial Corporation","31.3","1014407146.2","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hafc",
"HQCL","Hanwha Q CELLS Co., Ltd. ","8.48","46652932","5501525","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/hqcl",
"HONE","HarborOne Bancorp, Inc.","19.44","634955014.8","n/a","2016","Finance","Major Banks","https://www.nasdaq.com/symbol/hone",
"HDNG","Hardinge Inc.","18.36","238609277.28","n/a","1995","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/hdng",
"HLIT","Harmonic Inc.","2.95","240774778.55","n/a","1995","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/hlit",
"HFGIC","Hartford Funds NextShares Trust","99.99","24997500","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hfgic",
"HBIO","Harvard Bioscience, Inc.","5","174402560","n/a","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/hbio",
"HCAP","Harvest Capital Credit Corporation","10.6189","68894085.2186","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hcap",
"HCAPZ","Harvest Capital Credit Corporation","25.45","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hcapz",
"HAS","Hasbro, Inc.","97.31","12120504073.66","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/has",
"HA","Hawaiian Holdings, Inc.","36.75","1885632099.75","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/ha",
"HCOM","Hawaiian Telcom Holdco, Inc.","27.11","314149676.93","n/a","n/a","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/hcom",
"HWKN","Hawkins, Inc.","34.6","370053366.4","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/hwkn",
"HWBK","Hawthorn Bancshares, Inc.","20.85","120944344.8","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hwbk",
"HYAC","Haymaker Acquisition Corp.","9.58","395175000","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/hyac",
"HYACU","Haymaker Acquisition Corp.","9.95","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/hyacu",
"HYACW","Haymaker Acquisition Corp.","0.75","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/hyacw",
"HAYN","Haynes International, Inc.","41.6","520845312","n/a","2007","Capital Goods","Steel/Iron Ore","https://www.nasdaq.com/symbol/hayn",
"HDS","HD Supply Holdings, Inc.","36.4","6758685861.2","n/a","2013","Consumer Services","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/hds",
"HIIQ","Health Insurance Innovations, Inc.","29.15","482218334.95","n/a","2013","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/hiiq",
"HCSG","Healthcare Services Group, Inc.","46.99","3443098270","n/a","1983","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/hcsg",
"HQY","HealthEquity, Inc.","50.74","3078528129.92","n/a","2014","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/hqy",
"HSTM","HealthStream, Inc.","24.65","786244214.05","n/a","2000","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/hstm",
"HTLD","Heartland Express, Inc.","20.04","1669383943.68","n/a","1986","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/htld",
"HTLF","Heartland Financial USA, Inc.","52.95","1586030200.2","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/htlf",
"HTBX","Heat Biologics, Inc.","2.84","1016404.76","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/htbx",
"HEBT","Hebron Technology Co., Ltd.","1.9","27921159.3","n/a","2016","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/hebt",
"HSII","Heidrick & Struggles International, Inc.","25.3","475281524.3","n/a","1999","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/hsii",
"HELE","Helen of Troy Limited","91.5","2467578588","n/a","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/hele",
"HMNY","Helios and Matheson Analytics Inc","4.91","117788872.17","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/hmny",
"HMTV","Hemisphere Media Group, Inc.","11.1","456527837.4","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/hmtv",
"HNNA","Hennessy Advisors, Inc.","18.64","145498210.72","n/a","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/hnna",
"HSIC","Henry Schein, Inc.","67.97","10668190024.24","n/a","1995","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/hsic",
"HTBK","Heritage Commerce Corp","16.2","618854304.6","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/htbk",
"HFWA","Heritage Financial Corporation","31.1","1058692858.1","n/a","n/a","Finance","Banks","https://www.nasdaq.com/symbol/hfwa",
"HCCI","Heritage-Crystal Clean, Inc.","20.2","462172566","n/a","2008","Basic Industries","Miscellaneous","https://www.nasdaq.com/symbol/hcci",
"MLHR","Herman Miller, Inc.","37.25","2222718041.75","n/a","n/a","Consumer Durables","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/mlhr",
"HRTX","Heron Therapeutics, Inc.  ","22.15","1430890000","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/hrtx",
"HSKA","Heska Corporation","59.96","434337468.52","n/a","1997","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/hska",
"HX","Hexindai Inc.","10.61","53442039.5","5036950","2017","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/hx",
"HIBB","Hibbett Sports, Inc.","25","477218675","n/a","1996","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/hibb",
"SNLN","Highland/iBoxx Senior Loan ETF","18.3","477580407","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/snln",
"HPJ","Highpower International Inc","3.55","55059285.9","n/a","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/hpj",
"HIHO","Highway Holdings Limited","4.5","17108433","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/hiho",
"HIMX","Himax Technologies, Inc.","7.87","850655401.07","108088361","2006","Technology","Semiconductors","https://www.nasdaq.com/symbol/himx",
"HIFS","Hingham Institution for Savings","210.02","447920155","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hifs",
"HSGX","Histogenics Corporation","2.59","62343965.11","n/a","2014","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/hsgx",
"HMNF","HMN Financial, Inc.","18.9","85003468.2","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/hmnf",
"HMSY","HMS Holdings Corp","15.32","1288160215.8","n/a","1992","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/hmsy",
"HOLI","Hollysys Automation Technologies, Ltd.","26.13","1576739046.87","n/a","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/holi",
"HOLX","Hologic, Inc.","38.94","10768041362.76","n/a","1990","Health Care","Medical Electronics","https://www.nasdaq.com/symbol/holx",
"HBCP","Home Bancorp, Inc.","40.5","380517264","n/a","n/a","Finance","Banks","https://www.nasdaq.com/symbol/hbcp",
"HOMB","Home BancShares, Inc.","23.45","4071693850","n/a","2006","Finance","Major Banks","https://www.nasdaq.com/symbol/homb",
"HFBL","Home Federal Bancorp, Inc. of Louisiana","29.69","56748901.89","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/hfbl",
"HMST","HomeStreet, Inc.","28.95","778415937.6","n/a","2012","Finance","Major Banks","https://www.nasdaq.com/symbol/hmst",
"HMTA","HomeTown Bankshares Corporation","11.8","68158865","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hmta",
"HTBI","HomeTrust Bancshares, Inc.","26.05","494563808.75","n/a","2012","Finance","Savings Institutions","https://www.nasdaq.com/symbol/htbi",
"HOFT","Hooker Furniture Corporation","37.9","445795301.1","n/a","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/hoft",
"HOPE","Hope Bancorp, Inc.","18.39","2491813332.42","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hope",
"HFBC","HopFed Bancorp, Inc.","14.97","99367431.87","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hfbc",
"HBNC","Horizon Bancorp (IN)","29.26","747002503.94","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hbnc",
"HZNP","Horizon Pharma plc","13.96","2287845809.88","n/a","2011","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/hznp",
"HRZN","Horizon Technology Finance Corporation","10.66","122781709.44","n/a","2010","n/a","n/a","https://www.nasdaq.com/symbol/hrzn",
"DAX","Horizons DAX Germany ETF","31.06","18636000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dax",
"QYLD","Horizons NASDAQ-100 Covered Call ETF","24.7607","19808560","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qyld",
"HDP","Hortonworks, Inc.","18.51","1343972099.43","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/hdp",
"HPT","Hospitality Properties Trust","26.4","4338817322.4","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/hpt",
"TWNK","Hostess Brands, Inc.","12.58","1635789476.8","n/a","2015","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/twnk",
"TWNKW","Hostess Brands, Inc.","1.63","0","n/a","2015","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/twnkw",
"HMHC","Houghton Mifflin Harcourt Company","7.65","943497641.25","n/a","2013","Consumer Services","Books","https://www.nasdaq.com/symbol/hmhc",
"HWCC","Houston Wire & Cable Company","7.15","118019580.25","n/a","2006","Consumer Non-Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/hwcc",
"HOVNP","Hovnanian Enterprises Inc","7.02","35100000","n/a","n/a","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/hovnp",
"HBMD","Howard Bancorp, Inc.","18.7","183645070.4","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hbmd",
"HTGM","HTG Molecular Diagnostics, Inc.","4.73","131705728.99","n/a","2015","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/htgm",
"HUBG","Hub Group, Inc.","44.95","1533216001.7","n/a","1996","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/hubg",
"HSON","Hudson Global, Inc.","2.01","62632703.49","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/hson",
"HDSN","Hudson Technologies, Inc.","6.06","254759079.12","n/a","n/a","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/hdsn",
"HUNT","Hunter Maritime Acquisition Corp.","9.82","42348750","n/a","2017","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/hunt",
"HUNTU","Hunter Maritime Acquisition Corp.","9.93","0","n/a","2016","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/huntu",
"HUNTW","Hunter Maritime Acquisition Corp.","0.33","0","n/a","2017","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/huntw",
"HBAN","Huntington Bancshares Incorporated","15.73","16862979692.13","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hban",
"HBANN","Huntington Bancshares Incorporated","25.19","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hbann",
"HBANO","Huntington Bancshares Incorporated","26.17","20849353145.09","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hbano",
"HBANP","Huntington Bancshares Incorporated","1316","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hbanp",
"HURC","Hurco Companies, Inc.","42.4","283773787.2","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/hurc",
"HURN","Huron Consulting Group Inc.","41.6","920582748.8","n/a","2004","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/hurn",
"HCM","Hutchison China MediTech Limited","33.98","377607643.12","11112644","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/hcm",
"HBP","Huttig Building Products, Inc.","5.49","142080167.88","n/a","n/a","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/hbp",
"HVBC","HV Bancorp, Inc.","14.8001","32295668.2125","n/a","2017","Finance","Major Banks","https://www.nasdaq.com/symbol/hvbc",
"HYGS","Hydrogenics Corporation","9.4","143189297.6","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/hygs",
"IDSY","I.D. Systems, Inc.","7.36","128316396.48","n/a","1999","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/idsy",
"IAC","IAC/InterActiveCorp","150.79","12455254000","n/a","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/iac",
"IAM","I-AM Capital Acquisition Company","9.97","67930595","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/iam",
"IAMXR","I-AM Capital Acquisition Company","0.3413","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/iamxr",
"IAMXW","I-AM Capital Acquisition Company","0.35","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/iamxw",
"IBKC","IBERIABANK Corporation","82.2","4428300758.4","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ibkc",
"IBKCO","IBERIABANK Corporation","26.59","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ibkco",
"IBKCP","IBERIABANK Corporation","26.6287","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ibkcp",
"ICAD","icad inc.","3.23","53332645.65","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/icad",
"IEP","Icahn Enterprises L.P.","56.23","9507554802.45","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/iep",
"ICCH","ICC Holdings, Inc.","15.1","47791545.3","n/a","2017","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/icch",
"ICFI","ICF International, Inc.","56.85","1059820781.1","n/a","2006","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/icfi",
"ICHR","Ichor Holdings","24.06","623154000","n/a","2016","Technology","Semiconductors","https://www.nasdaq.com/symbol/ichr",
"ICLK","iClick Interactive Asia Group Limited","6.08","35764992","5882400","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/iclk",
"ICLR","ICON plc","111.28","6026056816","n/a","1998","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/iclr",
"ICON","Iconix Brand Group, Inc.","1.47","84103520.13","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/icon",
"ICUI","ICU Medical, Inc.","227.45","4578690185.75","n/a","1992","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/icui",
"IPWR","Ideal Power Inc.","1.19","16655383.99","n/a","2013","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ipwr",
"INVE","Identiv, Inc.","4.09","61963275.05","n/a","n/a","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/inve",
"IDRA","Idera Pharmaceuticals, Inc.","1.84","359968760.64","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/idra",
"IDXX","IDEXX Laboratories, Inc.","183.86","16018396904.84","n/a","1991","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/idxx",
"IESC","IES Holdings, Inc.","15.85","338223070.75","n/a","n/a","Capital Goods","Engineering & Construction","https://www.nasdaq.com/symbol/iesc",
"IROQ","IF Bancorp, Inc.","19.98","78729351.84","n/a","2011","Finance","Savings Institutions","https://www.nasdaq.com/symbol/iroq",
"IFMK","iFresh Inc.","12.13","172495235.11","n/a","n/a","Consumer Services","Food Chains","https://www.nasdaq.com/symbol/ifmk",
"INFO","IHS Markit Ltd.","46.82","18625669552.52","n/a","1996","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/info",
"IIVI","II-VI Incorporated","37.5","2343246000","n/a","1987","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/iivi",
"KANG","iKang Healthcare Group, Inc.","16.06","807651650.52","50289642","2014","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/kang",
"IKNX","Ikonics Corporation","8.9201","17769311.9653","n/a","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/iknx",
"ILG","ILG, Inc","32.28","4004265695.52","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/ilg",
"ILMN","Illumina, Inc.","226.74","33330780000","n/a","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/ilmn",
"ISNS","Image Sensing Systems, Inc.","2.8501","14790645.2518","n/a","1995","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/isns",
"IMMR","Immersion Corporation","10.48","306553026.64","n/a","1999","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/immr",
"ICCC","ImmuCell Corporation","7.22","39538142.34","n/a","1987","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/iccc",
"IMDZ","Immune Design Corp.","3.275","157392694.45","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/imdz",
"IMNP          ","Immune Pharmaceuticals Inc.","0.3737","11211000","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/imnp",
"IMGN","ImmunoGen, Inc.","10.86","1436242384.8","n/a","1989","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/imgn",
"IMMU","Immunomedics, Inc.","16.37","2713877073.64","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/immu",
"IMRN","Immuron Limited","8.9364","4070834.0376","455534","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/imrn",
"IMRNW","Immuron Limited","2.1801","0","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/imrnw",
"IMMP","Immutep Limited","1.79","12460007.42","6960898","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/immp",
"IPXL","Impax Laboratories, Inc.","20.5","1518058845.5","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ipxl",
"IMPV","Imperva, Inc.","47.1","1602055208.1","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/impv",
"PI","Impinj, Inc.","12.54","263001420","n/a","2016","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/pi",
"IMMY","Imprimis Pharmaceuticals, Inc.","1.71","35116370.19","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/immy",
"INCY","Incyte Corporation","85.19","18031644318.59","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/incy",
"INDB","Independent Bank Corp.","70.85","1944845961.5","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/indb",
"IBCP","Independent Bank Corporation","23.2","494945760.8","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ibcp",
"IBTX","Independent Bank Group, Inc","71.3","2014573870.9","n/a","2013","Finance","Major Banks","https://www.nasdaq.com/symbol/ibtx",
"INDU","Industrea Acquisition Corp.","9.7999","281747125","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/indu",
"INDUU","Industrea Acquisition Corp.","10.3001","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/induu",
"INDUW","Industrea Acquisition Corp.","0.5598","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/induw",
"ILPT","Industrial Logistics Properties Trust","20.63","1340950000","n/a","2018","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ilpt",
"IDSA","Industrial Services of America, Inc.","2.14","17295037.02","n/a","n/a","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/idsa",
"INFN","Infinera Corporation","9.91","1481257610","n/a","2007","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/infn",
"INFI","Infinity Pharmaceuticals, Inc.","1.81","91787693.73","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/infi",
"IPCC","Infinity Property and Casualty Corporation","118.7","1298033404.4","n/a","2003","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ipcc",
"IFRX","InflaRx N.V.","31.9","746810006.8","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/ifrx",
"III","Information Services Group, Inc.","4.24","184018094.56","n/a","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/iii",
"IFON","InfoSonics Corp","1.3294","4491085.432","n/a","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/ifon",
"IMKTA","Ingles Markets, Incorporated","32","648312832","n/a","1987","Consumer Services","Food Chains","https://www.nasdaq.com/symbol/imkta",
"INWK","InnerWorkings, Inc.","8.99","494957080.95","n/a","2006","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/inwk",
"INOD","Innodata Inc.","1.1099","28721386.1946","n/a","1993","Technology","EDP Services","https://www.nasdaq.com/symbol/inod",
"IPHS","Innophos Holdings, Inc.","43.02","840137235.84","n/a","2006","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/iphs",
"IOSP","Innospec Inc.","68.25","1661909271.75","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/iosp",
"INNT","Innovate Biopharmaceuticals, Inc.","5","7180485","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/innt",
"INNTW","Innovate Biopharmaceuticals, Inc.","0.16","0","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/inntw",
"ISSC","Innovative Solutions and Support, Inc.","3.23","54395134.77","n/a","2000","Technology","EDP Services","https://www.nasdaq.com/symbol/issc",
"INVA","Innoviva, Inc.","16.21","1750930460.71","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/inva",
"INGN","Inogen, Inc","129.49","2702502527.93","n/a","2014","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/ingn",
"INOV","Inovalon Holdings, Inc.","11.7","1706715398.7","n/a","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/inov",
"INO","Inovio Pharmaceuticals, Inc.","4.18","377437965.52","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ino",
"INPX","Inpixon ","1.65","86311.5","n/a","2014","Technology","EDP Services","https://www.nasdaq.com/symbol/inpx",
"INSG","Inseego Corp.","1.97","114820480.76","n/a","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/insg",
"NSIT","Insight Enterprises, Inc.","35.2","1259886953.6","n/a","1995","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/nsit",
"ISIG","Insignia Systems, Inc.","1.2552","14955301.3152","n/a","1991","Consumer Services","Advertising","https://www.nasdaq.com/symbol/isig",
"INSM","Insmed, Inc.","24.41","1870062500.28","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/insm",
"INSE","Inspired Entertainment, Inc.","5.65","121355078.75","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/inse",
"IIIN","Insteel Industries, Inc.","29.75","566471118.5","n/a","n/a","Capital Goods","Steel/Iron Ore","https://www.nasdaq.com/symbol/iiin",
"PODD","Insulet Corporation","80.46","4681786847.76","n/a","2007","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/podd",
"INSY","Insys Therapeutics, Inc.","7.79","571136703.5","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/insy",
"NTEC","Intec Pharma Ltd.","5.7","148631889","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ntec",
